"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Netherlands";"";"NLD";"B";"Ecuador";2182;"";"ECU"
"Switzerland";"";"CHE";"B";"Ecuador";5053;"";"ECU"
"Anguilla";"";"AIA";"B";"Ecuador";0;"";"ECU"
"Antigua and Barbuda";"";"ATG";"B";"Ecuador";0;"";"ECU"
"Aruba";"";"ABW";"B";"Ecuador";0;"";"ECU"
"Bahamas";"";"BHS";"B";"Ecuador";43;"";"ECU"
"Barbados";"";"BRB";"B";"Ecuador";0;"";"ECU"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Ecuador";0;"";"ECU"
"British Virgin Islands";"";"VGB";"B";"Ecuador";0;"";"ECU"
"Cayman Islands";"";"CYM";"C";"Ecuador";0;"";"ECU"
"Cuba";"";"CUB";"B";"Ecuador";57;"";"ECU"
"Curaçao";"";"CUW";"B";"Ecuador";0;"";"ECU"
"Dominica";"";"DMA";"B";"Ecuador";0;"";"ECU"
"Dominican Republic";"";"DOM";"B";"Ecuador";582;"";"ECU"
"Grenada";"";"GRD";"B";"Ecuador";0;"";"ECU"
"Guadeloupe";"-21";"GLP";"B";"Ecuador";0;"";"ECU"
"Haiti";"";"HTI";"B";"Ecuador";0;"";"ECU"
"Jamaica";"";"JAM";"B";"Ecuador";0;"";"ECU"
"Martinique";"";"MTQ";"B";"Ecuador";0;"";"ECU"
"Montserrat";"";"MSR";"B";"Ecuador";0;"";"ECU"
"Puerto Rico";"";"PRI";"B";"Ecuador";851;"";"ECU"
"Saint Kitts and Nevis";"";"KNA";"B";"Ecuador";0;"";"ECU"
"Saint Lucia";"";"LCA";"B";"Ecuador";0;"";"ECU"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Ecuador";0;"";"ECU"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Ecuador";0;"";"ECU"
"Trinidad and Tobago";"";"TTO";"B";"Ecuador";0;"";"ECU"
"Turks and Caicos Islands";"";"TCA";"B";"Ecuador";0;"";"ECU"
"United States Virgin Islands";"";"VIR";"B";"Ecuador";0;"";"ECU"
"Belize";"";"BLZ";"B R ";"Ecuador";0;"";"ECU"
"Costa Rica";"";"CRI";"B R";"Ecuador";1303;"";"ECU"
"El Salvador";"";"SLV";"B R";"Ecuador";123;"";"ECU"
"Guatemala";"";"GTM";"B R";"Ecuador";167;"";"ECU"
"Honduras";"";"HND";"B R";"Ecuador";338;"";"ECU"
"Mexico";"";"MEX";"B R";"Ecuador";2736;"";"ECU"
"Nicaragua";"";"NIC";"B R";"Ecuador";111;"";"ECU"
"Panama";"";"PAN";"B";"Ecuador";2672;"";"ECU"
"Argentina";"";"ARG";"B";"Ecuador";955;"";"ECU"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Ecuador";1002;"";"ECU"
"Brazil";"";"BRA";"B";"Ecuador";2065;"";"ECU"
"Chile";"";"CHL";"B";"Ecuador";23471;"";"ECU"
"Colombia";"";"COL";"B";"Ecuador";14232;"";"ECU"
"Ecuador";"";"ECU";"B R";"Ecuador";0;"";"ECU"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Ecuador";0;"";"ECU"
"French Guiana";"";"GUF";"B";"Ecuador";0;"";"ECU"
"Guyana";"";"GUY";"B";"Ecuador";0;"";"ECU"
"Paraguay";"";"PRY";"B";"Ecuador";0;"";"ECU"
"Peru";"";"PER";"B";"Ecuador";3990;"";"ECU"
"Suriname";"";"SUR";"C";"Ecuador";0;"";"ECU"
"Uruguay";"";"URY";"B";"Ecuador";0;"";"ECU"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Ecuador";36973;"";"ECU"
"Bermuda";"";"BMU";"B";"Ecuador";0;"";"ECU"
"Canada";"";"CAN";"B";"Ecuador";15590;"";"ECU"
"Greenland";"";"GRL";"B";"Ecuador";0;"";"ECU"
"Saint Pierre and Miquelon";"";"SPM";"B";"Ecuador";0;"";"ECU"
"United States of America";"";"USA";"B";"Ecuador";442693;"";"ECU"
"Australia";"-22";"AUS";"B";"Ecuador";2310;"";"ECU"
"New Zealand";"";"NZL";"B";"Ecuador";0;"";"ECU"
"Fiji";"";"FJI";"B";"Ecuador";0;"";"ECU"
"New Caledonia";"";"NCL";"B";"Ecuador";0;"";"ECU"
"Papua New Guinea";"";"PNG";"C R";"Ecuador";0;"";"ECU"
"Solomon Islands";"";"SLB";"B";"Ecuador";0;"";"ECU"
"Vanuatu";"";"VUT";"B";"Ecuador";0;"";"ECU"
"Guam";"";"GUM";"B";"Ecuador";0;"";"ECU"
"Kiribati";"";"KIR";"B";"Ecuador";0;"";"ECU"
"Marshall Islands";"";"MHL";"B";"Ecuador";0;"";"ECU"
"Micronesia (Federated States of)";"";"FSM";"B";"Ecuador";0;"";"ECU"
"Nauru";"";"NRU";"C";"Ecuador";0;"";"ECU"
"Northern Mariana Islands";"";"MNP";"B";"Ecuador";0;"";"ECU"
"Palau";"";"PLW";"B";"Ecuador";0;"";"ECU"
"American Samoa";"";"ASM";"B";"Ecuador";0;"";"ECU"
"Cook Islands";"";"COK";"B";"Ecuador";0;"";"ECU"
"French Polynesia";"";"PYF";"B";"Ecuador";0;"";"ECU"
"Niue";"";"NIU";"B";"Ecuador";0;"";"ECU"
"Samoa";"";"WSM";"B";"Ecuador";0;"";"ECU"
"Tokelau";"";"TKL";"B";"Ecuador";0;"";"ECU"
"Tonga";"";"TON";"B";"Ecuador";0;"";"ECU"
"Tuvalu";"";"TUV";"C";"Ecuador";0;"";"ECU"
"Wallis and Futuna Islands";"";"WLF";"B";"Ecuador";0;"";"ECU"
"Burundi";"";"BDI";"B R";"Egypt";0;"";"EGY"
"Comoros";"";"COM";"B";"Egypt";0;"";"EGY"
"Djibouti";"";"DJI";"B R";"Egypt";0;"";"EGY"
"Eritrea";"";"ERI";"I";"Egypt";0;"";"EGY"
"Ethiopia";"";"ETH";"B R";"Egypt";0;"";"EGY"
"Kenya";"";"KEN";"B R";"Egypt";0;"";"EGY"
"Madagascar";"";"MDG";"C";"Egypt";0;"";"EGY"
"Malawi";"";"MWI";"B R";"Egypt";0;"";"EGY"
"Mauritius";"-1";"MUS";"C";"Egypt";0;"";"EGY"
"Mayotte";"";"MYT";"B";"Egypt";0;"";"EGY"
"Mozambique";"";"MOZ";"B R";"Egypt";0;"";"EGY"
"Réunion";"";"REU";"B";"Egypt";0;"";"EGY"
"Rwanda";"";"RWA";"B R";"Egypt";0;"";"EGY"
"Seychelles";"";"SYC";"B";"Egypt";0;"";"EGY"
"Somalia";"";"SOM";"I R";"Egypt";0;"";"EGY"
"South Sudan";"";"SSD";"B R";"Egypt";5145;"";"EGY"
"Uganda";"";"UGA";"B R";"Egypt";0;"";"EGY"
"United Republic of Tanzania";"-2";"TZA";"B R";"Egypt";0;"";"EGY"
"Zambia";"";"ZMB";"B R";"Egypt";230;"";"EGY"
"Zimbabwe";"";"ZWE";"B R";"Egypt";0;"";"EGY"
"Angola";"";"AGO";"B R";"Egypt";0;"";"EGY"
"Cameroon";"";"CMR";"B";"Egypt";0;"";"EGY"
"Central African Republic";"";"CAF";"C";"Egypt";38;"";"EGY"
"Chad";"";"TCD";"B R";"Egypt";0;"";"EGY"
"Congo";"";"COG";"B";"Egypt";0;"";"EGY"
"Democratic Republic of the Congo";"";"COD";"B R";"Egypt";0;"";"EGY"
"Equatorial Guinea";"";"GNQ";"C";"Egypt";0;"";"EGY"
"Gabon";"";"GAB";"C";"Egypt";0;"";"EGY"
"Sao Tome and Principe";"";"STP";"C";"Egypt";0;"";"EGY"
"Algeria";"";"DZA";"C R";"Egypt";0;"";"EGY"
"Egypt";"";"EGY";"B R";"Egypt";0;"";"EGY"
"Libya";"";"LBY";"C";"Egypt";21004;"";"EGY"
"Morocco";"";"MAR";"C";"Egypt";1890;"";"EGY"
"Sudan";"-3";"SDN";"B R";"Egypt";13423;"";"EGY"
"Tunisia";"";"TUN";"C";"Egypt";1140;"";"EGY"
"Western Sahara";"";"ESH";"I";"Egypt";0;"";"EGY"
"Botswana";"";"BWA";"C";"Egypt";0;"";"EGY"
"Lesotho";"";"LSO";"C R";"Egypt";0;"";"EGY"
"Namibia";"";"NAM";"B";"Egypt";159;"";"EGY"
"South Africa";"";"ZAF";"B R";"Egypt";4961;"";"EGY"
"Swaziland";"";"SWZ";"B R";"Egypt";0;"";"EGY"
"Benin";"";"BEN";"C B R";"Egypt";0;"";"EGY"
"Burkina Faso";"";"BFA";"B R";"Egypt";0;"";"EGY"
"Cabo Verde";"";"CPV";"B";"Egypt";0;"";"EGY"
"Côte d'Ivoire";"";"CIV";"C B";"Egypt";0;"";"EGY"
"Gambia";"";"GMB";"B";"Egypt";0;"";"EGY"
"Ghana";"";"GHA";"B";"Egypt";38;"";"EGY"
"Guinea";"";"GIN";"C R";"Egypt";0;"";"EGY"
"Guinea-Bissau";"";"GNB";"B R";"Egypt";0;"";"EGY"
"Liberia";"";"LBR";"B";"Egypt";0;"";"EGY"
"Mali";"";"MLI";"B R";"Egypt";0;"";"EGY"
"Mauritania";"";"MRT";"C R";"Egypt";225;"";"EGY"
"Niger";"";"NER";"B R";"Egypt";0;"";"EGY"
"Nigeria";"";"NGA";"C R";"Egypt";0;"";"EGY"
"Saint Helena";"-4";"SHN";"B";"Egypt";0;"";"EGY"
"Senegal";"";"SEN";"B R";"Egypt";0;"";"EGY"
"Sierra Leone";"";"SLE";"B R";"Egypt";0;"";"EGY"
"Togo";"";"TGO";"C R";"Egypt";0;"";"EGY"
"Kazakhstan";"";"KAZ";"B";"Egypt";0;"";"EGY"
"Kyrgyzstan";"";"KGZ";"B";"Egypt";0;"";"EGY"
"Tajikistan";"";"TJK";"B";"Egypt";0;"";"EGY"
"Turkmenistan";"";"TKM";"B";"Egypt";0;"";"EGY"
"Uzbekistan";"";"UZB";"B";"Egypt";0;"";"EGY"
"China";"-5";"CHN";"C";"Egypt";0;"";"EGY"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Egypt";0;"";"EGY"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Egypt";0;"";"EGY"
"Democratic People's Republic of Korea";"";"PRK";"I";"Egypt";0;"";"EGY"
"Japan";"";"JPN";"C";"Egypt";1545;"";"EGY"
"Mongolia";"";"MNG";"C";"Egypt";0;"";"EGY"
"Republic of Korea";"";"KOR";"C";"Egypt";0;"";"EGY"
"Brunei Darussalam";"";"BRN";"B";"Egypt";0;"";"EGY"
"Cambodia";"";"KHM";"B";"Egypt";0;"";"EGY"
"Indonesia";"";"IDN";"B R";"Egypt";0;"";"EGY"
"Lao People's Democratic Republic";"";"LAO";"C R";"Egypt";0;"";"EGY"
"Malaysia";"-8";"MYS";"C R";"Egypt";0;"";"EGY"
"Myanmar";"";"MMR";"C";"Egypt";0;"";"EGY"
"Philippines";"";"PHL";"C R";"Egypt";161;"";"EGY"
"Singapore";"";"SGP";"B";"Egypt";0;"";"EGY"
"Thailand";"";"THA";"B R";"Egypt";1;"";"EGY"
"Timor-Leste";"";"TLS";"B";"Egypt";0;"";"EGY"
"Viet Nam";"";"VNM";"C R";"Egypt";0;"";"EGY"
"Afghanistan";"";"AFG";"B";"Egypt";0;"";"EGY"
"Bangladesh";"";"BGD";"B R";"Egypt";0;"";"EGY"
"Bhutan";"";"BTN";"B";"Egypt";0;"";"EGY"
"India";"";"IND";"B R";"Egypt";0;"";"EGY"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Egypt";0;"";"EGY"
"Maldives";"";"MDV";"C R";"Egypt";49;"";"EGY"
"Nepal";"";"NPL";"B R";"Egypt";0;"";"EGY"
"Pakistan";"";"PAK";"B R";"Egypt";0;"";"EGY"
"Sri Lanka";"";"LKA";"B R";"Egypt";127;"";"EGY"
"Armenia";"";"ARM";"B R";"Egypt";0;"";"EGY"
"Azerbaijan";"-9";"AZE";"B R";"Egypt";0;"";"EGY"
"Bahrain";"";"BHR";"C";"Egypt";80889;"";"EGY"
"Cyprus";"-10";"CYP";"B";"Egypt";5776;"";"EGY"
"Georgia";"-11";"GEO";"B";"Egypt";0;"";"EGY"
"Iraq";"";"IRQ";"C R";"Egypt";14364;"";"EGY"
"Israel";"";"ISR";"B R";"Egypt";21100;"";"EGY"
"Jordan";"";"JOR";"C R";"Egypt";138939;"";"EGY"
"Kuwait";"";"KWT";"C R";"Egypt";387993;"";"EGY"
"Lebanon";"";"LBN";"B R";"Egypt";83312;"";"EGY"
"Oman";"";"OMN";"C";"Egypt";78630;"";"EGY"
"Qatar";"";"QAT";"C";"Egypt";163569;"";"EGY"
"Saudi Arabia";"";"SAU";"C R";"Egypt";728608;"";"EGY"
"State of Palestine";"-12";"PSE";"B";"Egypt";18451;"";"EGY"
"Syrian Arab Republic";"";"SYR";"C R";"Egypt";0;"";"EGY"
"Turkey";"";"TUR";"B R";"Egypt";788;"";"EGY"
"United Arab Emirates";"";"ARE";"C R";"Egypt";935308;"";"EGY"
"Yemen";"";"YEM";"C R";"Egypt";11096;"";"EGY"
"Belarus";"";"BLR";"B";"Egypt";0;"";"EGY"
"Bulgaria";"";"BGR";"B";"Egypt";161;"";"EGY"
"Czech Republic";"";"CZE";"C";"Egypt";695;"";"EGY"
"Hungary";"";"HUN";"B R";"Egypt";1183;"";"EGY"
"Poland";"";"POL";"B";"Egypt";452;"";"EGY"
"Republic of Moldova";"-13";"MDA";"B";"Egypt";0;"";"EGY"
"Romania";"";"ROM";"B";"Egypt";70;"";"EGY"
"Russian Federation";"";"RUS";"B";"Egypt";1060;"";"EGY"
"Slovakia";"";"SVK";"B";"Egypt";181;"";"EGY"
"Ukraine";"";"UKR";"B";"Egypt";0;"";"EGY"
"Denmark";"";"DNK";"B";"Egypt";1706;"";"EGY"
"Estonia";"";"EST";"B";"Egypt";38;"";"EGY"
"Faeroe Islands";"";"FRO";"B";"Egypt";0;"";"EGY"
"Finland";"-15";"FIN";"B";"Egypt";1297;"";"EGY"
"Iceland";"";"ISL";"B";"Egypt";28;"";"EGY"
"Ireland";"";"IRL";"B";"Egypt";532;"";"EGY"
"Isle of Man";"";"IMN";"B";"Egypt";0;"";"EGY"
"Latvia";"";"LVA";"B";"Egypt";35;"";"EGY"
"Lithuania";"";"LTU";"B";"Egypt";48;"";"EGY"
"Norway";"-16";"NOR";"B";"Egypt";1079;"";"EGY"
"Sweden";"";"SWE";"B";"Egypt";5934;"";"EGY"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Egypt";33686;"";"EGY"
"Albania";"";"ALB";"B";"Egypt";0;"";"EGY"
"Andorra";"";"AND";"C";"Egypt";0;"";"EGY"
"Bosnia and Herzegovina";"";"BIH";"I R";"Egypt";0;"";"EGY"
"Croatia";"";"HRV";"B R";"Egypt";247;"";"EGY"
"Gibraltar";"";"GIB";"B";"Egypt";0;"";"EGY"
"Greece";"";"GRC";"B";"Egypt";28267;"";"EGY"
"Holy See";"-17";"VAT";"I";"Egypt";0;"";"EGY"
"Italy";"";"ITA";"B";"Egypt";108490;"";"EGY"
"Malta";"";"MLT";"B";"Egypt";546;"";"EGY"
"Montenegro";"";"MNE";"B";"Egypt";0;"";"EGY"
"Portugal";"";"PRT";"B";"Egypt";407;"";"EGY"
"San Marino";"";"SMR";"B";"Egypt";0;"";"EGY"
"Serbia";"-18";"SRB";"B";"Egypt";77;"";"EGY"
"Slovenia";"";"SVN";"B";"Egypt";107;"";"EGY"
"Spain";"-19";"ESP";"B";"Egypt";4128;"";"EGY"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Egypt";1964;"";"EGY"
"Austria";"";"AUT";"B";"Egypt";14891;"";"EGY"
"Belgium";"";"BEL";"C";"Egypt";1972;"";"EGY"
"France";"";"FRA";"B";"Egypt";30937;"";"EGY"
"Germany";"";"DEU";"B";"Egypt";23350;"";"EGY"
"Liechtenstein";"";"LIE";"B";"Egypt";0;"";"EGY"
"Luxembourg";"";"LUX";"B";"Egypt";25;"";"EGY"
"Monaco";"";"MCO";"B";"Egypt";0;"";"EGY"
"Netherlands";"";"NLD";"B";"Egypt";12893;"";"EGY"
"Switzerland";"";"CHE";"B";"Egypt";6437;"";"EGY"
"Anguilla";"";"AIA";"B";"Egypt";0;"";"EGY"
"Antigua and Barbuda";"";"ATG";"B";"Egypt";10;"";"EGY"
"Aruba";"";"ABW";"B";"Egypt";0;"";"EGY"
"Bahamas";"";"BHS";"B";"Egypt";31;"";"EGY"
"Barbados";"";"BRB";"B";"Egypt";0;"";"EGY"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Egypt";0;"";"EGY"
"British Virgin Islands";"";"VGB";"B";"Egypt";0;"";"EGY"
"Cayman Islands";"";"CYM";"C";"Egypt";0;"";"EGY"
"Cuba";"";"CUB";"B";"Egypt";0;"";"EGY"
"Curaçao";"";"CUW";"B";"Egypt";0;"";"EGY"
"Dominica";"";"DMA";"B";"Egypt";0;"";"EGY"
"Dominican Republic";"";"DOM";"B";"Egypt";0;"";"EGY"
"Grenada";"";"GRD";"B";"Egypt";0;"";"EGY"
"Guadeloupe";"-21";"GLP";"B";"Egypt";0;"";"EGY"
"Haiti";"";"HTI";"B";"Egypt";0;"";"EGY"
"Jamaica";"";"JAM";"B";"Egypt";0;"";"EGY"
"Martinique";"";"MTQ";"B";"Egypt";0;"";"EGY"
"Montserrat";"";"MSR";"B";"Egypt";0;"";"EGY"
"Puerto Rico";"";"PRI";"B";"Egypt";35;"";"EGY"
"Saint Kitts and Nevis";"";"KNA";"B";"Egypt";0;"";"EGY"
"Saint Lucia";"";"LCA";"B";"Egypt";0;"";"EGY"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Egypt";0;"";"EGY"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Egypt";0;"";"EGY"
"Trinidad and Tobago";"";"TTO";"B";"Egypt";0;"";"EGY"
"Turks and Caicos Islands";"";"TCA";"B";"Egypt";0;"";"EGY"
"United States Virgin Islands";"";"VIR";"B";"Egypt";0;"";"EGY"
"Belize";"";"BLZ";"B R ";"Egypt";0;"";"EGY"
"Costa Rica";"";"CRI";"B R";"Egypt";11;"";"EGY"
"El Salvador";"";"SLV";"B R";"Egypt";0;"";"EGY"
"Guatemala";"";"GTM";"B R";"Egypt";32;"";"EGY"
"Honduras";"";"HND";"B R";"Egypt";0;"";"EGY"
"Mexico";"";"MEX";"B R";"Egypt";241;"";"EGY"
"Nicaragua";"";"NIC";"B R";"Egypt";0;"";"EGY"
"Panama";"";"PAN";"B";"Egypt";73;"";"EGY"
"Argentina";"";"ARG";"B";"Egypt";238;"";"EGY"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Egypt";21;"";"EGY"
"Brazil";"";"BRA";"B";"Egypt";3720;"";"EGY"
"Chile";"";"CHL";"B";"Egypt";82;"";"EGY"
"Colombia";"";"COL";"B";"Egypt";140;"";"EGY"
"Ecuador";"";"ECU";"B R";"Egypt";84;"";"EGY"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Egypt";0;"";"EGY"
"French Guiana";"";"GUF";"B";"Egypt";0;"";"EGY"
"Guyana";"";"GUY";"B";"Egypt";0;"";"EGY"
"Paraguay";"";"PRY";"B";"Egypt";0;"";"EGY"
"Peru";"";"PER";"B";"Egypt";20;"";"EGY"
"Suriname";"";"SUR";"C";"Egypt";0;"";"EGY"
"Uruguay";"";"URY";"B";"Egypt";0;"";"EGY"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Egypt";185;"";"EGY"
"Bermuda";"";"BMU";"B";"Egypt";0;"";"EGY"
"Canada";"";"CAN";"B";"Egypt";55927;"";"EGY"
"Greenland";"";"GRL";"B";"Egypt";0;"";"EGY"
"Saint Pierre and Miquelon";"";"SPM";"B";"Egypt";0;"";"EGY"
"United States of America";"";"USA";"B";"Egypt";159562;"";"EGY"
"Australia";"-22";"AUS";"B";"Egypt";45352;"";"EGY"
"New Zealand";"";"NZL";"B";"Egypt";1324;"";"EGY"
"Fiji";"";"FJI";"B";"Egypt";0;"";"EGY"
"New Caledonia";"";"NCL";"B";"Egypt";0;"";"EGY"
"Papua New Guinea";"";"PNG";"C R";"Egypt";0;"";"EGY"
"Solomon Islands";"";"SLB";"B";"Egypt";0;"";"EGY"
"Vanuatu";"";"VUT";"B";"Egypt";0;"";"EGY"
"Guam";"";"GUM";"B";"Egypt";0;"";"EGY"
"Kiribati";"";"KIR";"B";"Egypt";0;"";"EGY"
"Marshall Islands";"";"MHL";"B";"Egypt";0;"";"EGY"
"Micronesia (Federated States of)";"";"FSM";"B";"Egypt";0;"";"EGY"
"Nauru";"";"NRU";"C";"Egypt";0;"";"EGY"
"Northern Mariana Islands";"";"MNP";"B";"Egypt";0;"";"EGY"
"Palau";"";"PLW";"B";"Egypt";0;"";"EGY"
"American Samoa";"";"ASM";"B";"Egypt";0;"";"EGY"
"Cook Islands";"";"COK";"B";"Egypt";0;"";"EGY"
"French Polynesia";"";"PYF";"B";"Egypt";0;"";"EGY"
"Niue";"";"NIU";"B";"Egypt";0;"";"EGY"
"Samoa";"";"WSM";"B";"Egypt";0;"";"EGY"
"Tokelau";"";"TKL";"B";"Egypt";0;"";"EGY"
"Tonga";"";"TON";"B";"Egypt";0;"";"EGY"
"Tuvalu";"";"TUV";"C";"Egypt";0;"";"EGY"
"Wallis and Futuna Islands";"";"WLF";"B";"Egypt";0;"";"EGY"
"Burundi";"";"BDI";"B R";"El Salvador";0;"";"SLV"
"Comoros";"";"COM";"B";"El Salvador";0;"";"SLV"
"Djibouti";"";"DJI";"B R";"El Salvador";0;"";"SLV"
"Eritrea";"";"ERI";"I";"El Salvador";0;"";"SLV"
"Ethiopia";"";"ETH";"B R";"El Salvador";0;"";"SLV"
"Kenya";"";"KEN";"B R";"El Salvador";0;"";"SLV"
"Madagascar";"";"MDG";"C";"El Salvador";0;"";"SLV"
"Malawi";"";"MWI";"B R";"El Salvador";0;"";"SLV"
"Mauritius";"-1";"MUS";"C";"El Salvador";0;"";"SLV"
"Mayotte";"";"MYT";"B";"El Salvador";0;"";"SLV"
"Mozambique";"";"MOZ";"B R";"El Salvador";0;"";"SLV"
"Réunion";"";"REU";"B";"El Salvador";0;"";"SLV"
"Rwanda";"";"RWA";"B R";"El Salvador";0;"";"SLV"
"Seychelles";"";"SYC";"B";"El Salvador";0;"";"SLV"
"Somalia";"";"SOM";"I R";"El Salvador";0;"";"SLV"
"South Sudan";"";"SSD";"B R";"El Salvador";0;"";"SLV"
"Uganda";"";"UGA";"B R";"El Salvador";0;"";"SLV"
"United Republic of Tanzania";"-2";"TZA";"B R";"El Salvador";0;"";"SLV"
"Zambia";"";"ZMB";"B R";"El Salvador";0;"";"SLV"
"Zimbabwe";"";"ZWE";"B R";"El Salvador";0;"";"SLV"
"Angola";"";"AGO";"B R";"El Salvador";0;"";"SLV"
"Cameroon";"";"CMR";"B";"El Salvador";0;"";"SLV"
"Central African Republic";"";"CAF";"C";"El Salvador";0;"";"SLV"
"Chad";"";"TCD";"B R";"El Salvador";0;"";"SLV"
"Congo";"";"COG";"B";"El Salvador";0;"";"SLV"
"Democratic Republic of the Congo";"";"COD";"B R";"El Salvador";0;"";"SLV"
"Equatorial Guinea";"";"GNQ";"C";"El Salvador";0;"";"SLV"
"Gabon";"";"GAB";"C";"El Salvador";0;"";"SLV"
"Sao Tome and Principe";"";"STP";"C";"El Salvador";0;"";"SLV"
"Algeria";"";"DZA";"C R";"El Salvador";0;"";"SLV"
"Egypt";"";"EGY";"B R";"El Salvador";237;"";"SLV"
"Libya";"";"LBY";"C";"El Salvador";708;"";"SLV"
"Morocco";"";"MAR";"C";"El Salvador";0;"";"SLV"
"Sudan";"-3";"SDN";"B R";"El Salvador";0;"";"SLV"
"Tunisia";"";"TUN";"C";"El Salvador";0;"";"SLV"
"Western Sahara";"";"ESH";"I";"El Salvador";0;"";"SLV"
"Botswana";"";"BWA";"C";"El Salvador";0;"";"SLV"
"Lesotho";"";"LSO";"C R";"El Salvador";0;"";"SLV"
"Namibia";"";"NAM";"B";"El Salvador";0;"";"SLV"
"South Africa";"";"ZAF";"B R";"El Salvador";0;"";"SLV"
"Swaziland";"";"SWZ";"B R";"El Salvador";0;"";"SLV"
"Benin";"";"BEN";"C B R";"El Salvador";0;"";"SLV"
"Burkina Faso";"";"BFA";"B R";"El Salvador";0;"";"SLV"
"Cabo Verde";"";"CPV";"B";"El Salvador";0;"";"SLV"
"Côte d'Ivoire";"";"CIV";"C B";"El Salvador";0;"";"SLV"
"Gambia";"";"GMB";"B";"El Salvador";0;"";"SLV"
"Ghana";"";"GHA";"B";"El Salvador";0;"";"SLV"
"Guinea";"";"GIN";"C R";"El Salvador";0;"";"SLV"
"Guinea-Bissau";"";"GNB";"B R";"El Salvador";0;"";"SLV"
"Liberia";"";"LBR";"B";"El Salvador";0;"";"SLV"
"Mali";"";"MLI";"B R";"El Salvador";0;"";"SLV"
"Mauritania";"";"MRT";"C R";"El Salvador";0;"";"SLV"
"Niger";"";"NER";"B R";"El Salvador";0;"";"SLV"
"Nigeria";"";"NGA";"C R";"El Salvador";0;"";"SLV"
"Saint Helena";"-4";"SHN";"B";"El Salvador";0;"";"SLV"
"Senegal";"";"SEN";"B R";"El Salvador";0;"";"SLV"
"Sierra Leone";"";"SLE";"B R";"El Salvador";0;"";"SLV"
"Togo";"";"TGO";"C R";"El Salvador";0;"";"SLV"
"Kazakhstan";"";"KAZ";"B";"El Salvador";0;"";"SLV"
"Kyrgyzstan";"";"KGZ";"B";"El Salvador";0;"";"SLV"
"Tajikistan";"";"TJK";"B";"El Salvador";0;"";"SLV"
"Turkmenistan";"";"TKM";"B";"El Salvador";0;"";"SLV"
"Uzbekistan";"";"UZB";"B";"El Salvador";0;"";"SLV"
"China";"-5";"CHN";"C";"El Salvador";0;"";"SLV"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"El Salvador";0;"";"SLV"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"El Salvador";0;"";"SLV"
"Democratic People's Republic of Korea";"";"PRK";"I";"El Salvador";0;"";"SLV"
"Japan";"";"JPN";"C";"El Salvador";0;"";"SLV"
"Mongolia";"";"MNG";"C";"El Salvador";0;"";"SLV"
"Republic of Korea";"";"KOR";"C";"El Salvador";0;"";"SLV"
"Brunei Darussalam";"";"BRN";"B";"El Salvador";0;"";"SLV"
"Cambodia";"";"KHM";"B";"El Salvador";0;"";"SLV"
"Indonesia";"";"IDN";"B R";"El Salvador";0;"";"SLV"
"Lao People's Democratic Republic";"";"LAO";"C R";"El Salvador";0;"";"SLV"
"Malaysia";"-8";"MYS";"C R";"El Salvador";0;"";"SLV"
"Myanmar";"";"MMR";"C";"El Salvador";0;"";"SLV"
"Philippines";"";"PHL";"C R";"El Salvador";0;"";"SLV"
"Singapore";"";"SGP";"B";"El Salvador";0;"";"SLV"
"Thailand";"";"THA";"B R";"El Salvador";0;"";"SLV"
"Timor-Leste";"";"TLS";"B";"El Salvador";0;"";"SLV"
"Viet Nam";"";"VNM";"C R";"El Salvador";0;"";"SLV"
"Afghanistan";"";"AFG";"B";"El Salvador";0;"";"SLV"
"Bangladesh";"";"BGD";"B R";"El Salvador";0;"";"SLV"
"Bhutan";"";"BTN";"B";"El Salvador";0;"";"SLV"
"India";"";"IND";"B R";"El Salvador";0;"";"SLV"
"Iran (Islamic Republic of)";"";"IRN";"B R";"El Salvador";0;"";"SLV"
"Maldives";"";"MDV";"C R";"El Salvador";0;"";"SLV"
"Nepal";"";"NPL";"B R";"El Salvador";0;"";"SLV"
"Pakistan";"";"PAK";"B R";"El Salvador";0;"";"SLV"
"Sri Lanka";"";"LKA";"B R";"El Salvador";0;"";"SLV"
